lower_layer_super_output_areas_code,asian_asian_british_or_asian_welsh_bangladeshi,asian_asian_british_or_asian_welsh_chinese,asian_asian_british_or_asian_welsh_indian,asian_asian_british_or_asian_welsh_pakistani,asian_asian_british_or_asian_welsh_other_asian
E01000037,0.052476415094339625,0.0076650943396226415,0.041273584905660375,0.03714622641509434,0.05188679245283019
E01000038,0.04962779156327544,0.003101736972704715,0.04156327543424317,0.03163771712158809,0.04094292803970223
E01000039,0.0336950314106225,0.003997715591090805,0.03312392918332382,0.059394631639063396,0.03026841804683038
E01000040,0.12812333864965444,0.007974481658692184,0.03880914407230197,0.08506113769271664,0.025518341307814992
E01000041,0.10059815116911365,0.004893964110929853,0.026101141924959218,0.03425774877650897,0.018488308863512777
E01000042,0.12738853503184713,0.0031847133757961785,0.03821656050955414,0.06475583864118896,0.01592356687898089
E01000043,0.208984375,0,0.042317708333333336,0.09114583333333333,0.02734375
E01000044,0.0914572864321608,0.009547738693467337,0.07135678391959799,0.13015075376884422,0.04221105527638191
E01000045,0.12761020881670534,0.002900232018561485,0.020301624129930394,0.04118329466357309,0.015661252900232018
E01000046,0.06758832565284179,0.0056323604710701485,0.02457757296466974,0.047619047619047616,0.029185867895545316
E01000049,0.06683544303797469,0.002531645569620253,0.05063291139240506,0.16253164556962024,0.021265822784810127
E01000050,0.1092391304347826,0.015217391304347827,0.10815217391304348,0.08206521739130435,0.05326086956521739
E01000051,0.14620938628158844,0.010830324909747292,0.03790613718411552,0.09115523465703972,0.042418772563176894
E01000052,0.1382079459002536,0.0084530853761623,0.07058326289095519,0.09467455621301775,0.04142011834319527
E01000053,0.05448916408668731,0.006811145510835914,0.02476780185758514,0.04458204334365325,0.017956656346749224
E01000054,0.060864922584089695,0.006406833956219968,0.036305392418579815,0.022423918846769888,0.01761879337960491
E01000055,0.06165590135055784,0.009982384028185555,0.03288314738696418,0.04286553141514973,0.012331180270111567
E01000056,0.06396713615023474,0.0035211267605633804,0.01936619718309859,0.040492957746478875,0.012910798122065728
E01000057,0.04700579523502898,0.003219575016097875,0.019317450096587252,0.039278815196394076,0.025756600128783
E01000058,0.13951310861423222,0.009831460674157303,0.015917602996254682,0.0299625468164794,0.026217228464419477
E01000059,0.05321637426900585,0.0017543859649122807,0.012280701754385965,0.023391812865497075,0.02865497076023392
E01000060,0.06287287746672786,0.006883891693437357,0.017898118402937126,0.046810463515374025,0.017439192290041303
E01000061,0.05080352514256091,0.00414722654224987,0.033696215655780196,0.02695697252462416,0.021254536029030584
E01000062,0.04830699774266366,0.007223476297968397,0.03160270880361174,0.03566591422121896,0.02528216704288939
E01000063,0.05961754780652419,0.007874015748031496,0.05455568053993251,0.06580427446569179,0.012373453318335208
E01000064,0.06843940714908457,0.0074106364428945075,0.02702702702702703,0.04882301656495205,0.02746294681778553
E01000065,0.05796370967741935,0.0025201612903225806,0.03477822580645161,0.04586693548387097,0.014616935483870967
E01000066,0.392542101042502,0.015236567762630313,0.066158781074579,0.11387329591018444,0.02285485164394547
E01000067,0.3336314847942755,0.004472271914132379,0.0742397137745975,0.11359570661896243,0.015652951699463326
E01000068,0.2564102564102564,0.006688963210702341,0.08528428093645485,0.20066889632107024,0.030100334448160536
E01000069,0.43973320628870893,0.004764173415912339,0.06193425440686041,0.09099571224392568,0.026202953787517864
E01000070,0.28247223563495893,0.003380009657170449,0.10960888459681313,0.2018348623853211,0.02559150169000483
E01000071,0.33102918586789554,0.009216589861751152,0.06874039938556067,0.11098310291858679,0.02803379416282642
E01000072,0.07538389948813401,0.011633317822242903,0.03257328990228013,0.06421591437878083,0.011633317822242903
E01000073,0.10486486486486486,0.005945945945945946,0.03189189189189189,0.055675675675675676,0.016756756756756756
E01000074,0.056281978396816375,0.00511654349061967,0.031836270608300174,0.04263786242183058,0.027288231949971573
