lsoa11cd,lsoa11nm,eco_active_unemployed11,pop11
E01001567,Enfield 022C,39,1119
E01001568,Enfield 022D,40,1185
E01001569,Enfield 022E,31,1344
E01001570,Enfield 026E,62,1324
E01001571,Greenwich 008A,63,1195
E01001572,Greenwich 008B,68,1204
E01001573,Greenwich 008C,57,1092
E01001574,Greenwich 008D,121,1191
E01001575,Greenwich 003A,93,1097
E01001576,Greenwich 003B,102,1097
E01001577,Greenwich 003C,90,1202
E01001578,Greenwich 003D,128,1498
E01001579,Greenwich 003E,87,1113
E01001580,Greenwich 021A,37,1379
E01001581,Greenwich 016A,44,1316
E01001582,Greenwich 021B,52,1028
E01001583,Greenwich 021C,32,1262
E01001584,Greenwich 021D,23,1120
E01001585,Greenwich 016B,43,1136
E01001586,Greenwich 016C,68,1068
E01001587,Greenwich 016D,52,1484
E01001588,Greenwich 012A,57,1182
E01001589,Greenwich 012B,81,1241
E01001590,Greenwich 014A,75,1384
E01001591,Greenwich 012C,111,1446
E01001592,Greenwich 014B,60,1327
E01001593,Greenwich 014C,39,1254
E01001594,Greenwich 014D,86,1342
E01001595,Greenwich 012D,100,1335
E01001596,Greenwich 032A,29,1140
E01001597,Greenwich 031A,39,1157
E01001598,Greenwich 031B,45,1216
E01001599,Greenwich 032B,53,1232
E01001600,Greenwich 032C,64,1192
E01001601,Greenwich 032D,28,1116
E01001602,Greenwich 031C,90,1322
E01001603,Greenwich 031D,82,1159
E01001604,Greenwich 027A,32,1075
E01001605,Greenwich 023A,38,1174
E01001606,Greenwich 023B,32,1212
E01001607,Greenwich 027B,54,1082
E01001608,Greenwich 027C,36,1043
E01001609,Greenwich 027D,53,1152
E01001610,Greenwich 023C,52,1248
E01001611,Greenwich 023D,57,1188
E01001613,Greenwich 028A,55,1165
E01001614,Greenwich 028B,29,1065
E01001615,Greenwich 028C,57,1147
E01001617,Greenwich 028D,48,1164
E01001618,Greenwich 030C,63,1116
E01001619,Greenwich 030D,64,1403
E01001620,Greenwich 025A,75,1135
E01001621,Greenwich 025B,72,1126
E01001623,Greenwich 025C,87,1266
E01001624,Greenwich 025D,50,1156
E01001625,Greenwich 025E,80,1153
E01001629,Greenwich 009A,131,1585
E01001631,Greenwich 007B,135,1453
E01001632,Greenwich 007C,126,1800
E01001633,Greenwich 009B,99,1160
E01001634,Greenwich 009C,108,1157
E01001635,Greenwich 007D,112,1279
E01001636,Greenwich 007E,126,1320
E01001637,Greenwich 009D,97,1312
E01001638,Greenwich 038A,106,1388
E01001640,Greenwich 035A,138,1808
E01001641,Greenwich 038B,54,1368
E01001642,Greenwich 038C,32,1336
E01001644,Greenwich 038D,61,1812
E01001645,Greenwich 022A,63,1227
E01001646,Greenwich 019A,121,2131
E01001647,Greenwich 022B,53,1079
E01001648,Greenwich 022C,67,1324
E01001649,Greenwich 022D,60,1145
E01001650,Greenwich 019B,65,1275
E01001651,Greenwich 019C,89,1225
E01001652,Greenwich 019D,37,1156
E01001653,Greenwich 029A,91,1092
E01001654,Greenwich 029B,71,1052
E01001655,Greenwich 029C,80,1069
E01001656,Greenwich 034A,42,897
E01001657,Greenwich 034B,35,1120
E01001658,Greenwich 034C,56,1113
E01001659,Greenwich 034D,45,1082
E01001660,Greenwich 029D,81,1133
E01001661,Greenwich 029E,57,1088
E01001662,Greenwich 037A,39,1334
E01001664,Greenwich 037B,62,1498
E01001665,Greenwich 037C,74,1511
E01001666,Greenwich 036A,43,1158
E01001667,Greenwich 036B,82,1163
E01001668,Greenwich 036C,89,1675
E01001669,Greenwich 033A,91,1349
E01001671,Greenwich 033B,69,1136
E01001672,Greenwich 006A,108,1494
E01001673,Greenwich 006B,154,1430
E01001674,Greenwich 006C,88,1388
E01001675,Greenwich 006D,117,1524
E01001676,Greenwich 033C,134,1232
E01001677,Greenwich 006E,90,1432
E01001678,Greenwich 017A,54,1213
E01001679,Greenwich 020A,43,996
E01001680,Greenwich 020B,54,1152
E01001681,Greenwich 020C,53,926
E01001682,Greenwich 020D,45,977
E01001683,Greenwich 017B,82,1119
E01001684,Greenwich 017C,72,1067
E01001685,Greenwich 017D,76,1142
E01001686,Greenwich 020E,106,1318
E01001687,Greenwich 002A,53,878
E01001688,Greenwich 002B,134,1681
E01001690,Greenwich 001A,101,1378
E01001692,Greenwich 001B,96,969
E01001693,Greenwich 001C,97,1072
E01001694,Greenwich 001D,82,1215
E01001695,Greenwich 011A,100,1205
E01001696,Greenwich 011B,82,950
E01001697,Greenwich 011C,128,1507
E01001698,Greenwich 015A,123,1240
E01001699,Greenwich 015B,95,1416
E01001700,Greenwich 011D,113,1447
E01001701,Greenwich 015C,81,1016
E01001702,Greenwich 015D,94,1066
E01001703,Greenwich 011E,156,1284
E01001704,Greenwich 011F,83,1229
E01001705,Greenwich 005A,129,1360
E01001706,Greenwich 005B,83,1010
E01001708,Greenwich 005C,88,1179
E01001709,Greenwich 004B,77,866
E01001710,Greenwich 005D,117,1129
E01001711,Greenwich 004C,70,1114
E01001712,Greenwich 004D,122,1483
E01001713,Greenwich 005E,119,1105
E01001714,Hackney 002A,77,1149
E01001715,Hackney 007A,60,1192
E01001716,Hackney 007B,55,1090
E01001717,Hackney 007C,47,932
E01001718,Hackney 007D,45,1597
E01001719,Hackney 007E,45,873
E01001720,Hackney 007F,51,1526
E01001722,Hackney 029A,113,1472
E01001723,Hackney 006A,80,1473
E01001724,Hackney 006B,89,1817
E01001725,Hackney 004A,82,1174
E01001726,Hackney 004B,87,926
E01001727,Hackney 006C,51,1242
E01001728,Hackney 029B,87,1193
E01001729,Hackney 019A,155,1474
E01001730,Hackney 019B,143,1338
E01001731,Hackney 017A,157,1768
E01001732,Hackney 019C,149,1214
E01001733,Hackney 015A,96,1411
E01001734,Hackney 017B,128,1500
E01001735,Hackney 019D,73,1229
E01001736,Hackney 012A,67,1310
E01001737,Hackney 012B,76,1462
E01001738,Hackney 012C,71,1414
E01001739,Hackney 012D,82,1675
E01001740,Hackney 014A,96,1138
E01001741,Hackney 009A,32,1149
E01001742,Hackney 008A,66,1416
E01001744,Hackney 021B,66,1467
E01001745,Hackney 016A,141,1715
E01001746,Hackney 016B,114,1119
E01001747,Hackney 014B,109,1792
E01001748,Hackney 020A,131,1968
E01001749,Hackney 020B,69,1411
E01001750,Hackney 021C,66,1504
E01001751,Hackney 021D,40,1318
E01001752,Hackney 025A,100,1936
E01001753,Hackney 025B,133,1185
E01001754,Hackney 025C,133,1903
E01001755,Hackney 025D,102,1320
E01001756,Hackney 021E,97,1856
E01001757,Hackney 016C,116,1262
E01001758,Hackney 016D,127,1548
E01001759,Hackney 016E,122,1427
E01001760,Hackney 017C,125,1408
E01001761,Hackney 016F,103,1450
E01001762,Hackney 017D,96,1508
E01001763,Hackney 020C,123,1312
E01001764,Hackney 010A,96,1331
E01001765,Hackney 010B,137,1211
E01001767,Hackney 010D,93,1242
E01001768,Hackney 006D,84,1493
E01001769,Hackney 006E,102,1310
E01001770,Hackney 010E,121,1333
E01001772,Hackney 024A,78,789
E01001773,Hackney 025E,117,1621
E01001774,Hackney 024B,104,1647
E01001775,Hackney 024C,115,1331
E01001776,Hackney 025F,97,1155
E01001777,Hackney 027B,112,1874
E01001779,Hackney 026A,120,1884
E01001780,Hackney 027D,119,1456
E01001781,Hackney 026B,141,1285
E01001782,Hackney 026C,112,1934
E01001783,Hackney 026D,153,1451
E01001784,Hackney 027E,112,1884
E01001785,Hackney 015B,86,1135
E01001786,Hackney 013A,122,1264
E01001787,Hackney 013B,102,1043
E01001788,Hackney 013C,106,1067
E01001789,Hackney 015C,94,1343
E01001790,Hackney 013D,98,914
E01001791,Hackney 015D,105,1109
E01001792,Hackney 011A,90,1354
E01001793,Hackney 011B,109,1345
E01001794,Hackney 011C,97,1470
E01001795,Hackney 011D,116,1166
E01001796,Hackney 011E,108,1356
E01001798,Hackney 028A,124,1261
E01001799,Hackney 003A,52,962
E01001800,Hackney 004C,70,1033
E01001801,Hackney 008B,57,1006
E01001802,Hackney 003B,50,855
E01001803,Hackney 008C,56,1340
E01001804,Hackney 003C,39,953
E01001805,Hackney 009B,55,995
E01001806,Hackney 008D,74,1209
E01001807,Hackney 003D,106,1275
E01001808,Hackney 001A,58,1129
E01001809,Hackney 001B,74,1205
E01001811,Hackney 002D,90,1080
E01001812,Hackney 003E,77,1138
E01001813,Hackney 002E,74,943
E01001814,Hackney 001C,68,1113
E01001815,Hackney 024D,119,1329
E01001816,Hackney 020D,85,1250
E01001819,Hackney 020E,73,1260
E01001820,Hackney 024E,93,1126
E01001821,Hackney 024F,94,1108
E01001822,Hackney 029C,111,1232
E01001823,Hackney 001D,96,1087
E01001824,Hackney 004D,82,932
E01001825,Hackney 001E,49,895
E01001826,Hackney 004E,72,1082
E01001827,Hackney 029D,102,1224
E01001828,Hackney 028B,146,1427
E01001829,Hackney 009C,59,1369
E01001830,Hackney 014C,118,1556
E01001831,Hackney 009D,58,1388
E01001832,Hackney 009E,80,1339
E01001833,Hackney 014D,117,1696
E01001834,Hackney 014E,99,1680
E01001835,Hackney 014F,50,1031
E01001836,Hackney 022A,100,1391
E01001837,Hackney 023B,53,1200
E01001838,Hackney 019E,165,1179
E01001839,Hackney 023C,120,1861
E01001840,Hackney 022B,87,1211
E01001841,Hackney 022C,73,1073
E01001842,Hackney 023D,93,1185
E01001843,Hackney 023E,68,944
E01001844,Hackney 022D,83,1595
E01001845,Hackney 022E,103,1137
E01001846,Hackney 018A,79,897
E01001847,Hackney 018B,77,858
E01001848,Hackney 018C,82,1212
E01001849,Hackney 018D,144,1799
E01001850,Hackney 019F,140,1194
E01001851,Hammersmith and Fulham 010A,31,1267
E01001852,Hammersmith and Fulham 007A,58,1595
E01001853,Hammersmith and Fulham 007B,48,1245
E01001854,Hammersmith and Fulham 007C,79,1458
E01001855,Hammersmith and Fulham 010B,56,1452
E01001856,Hammersmith and Fulham 010C,73,1316
E01001857,Hammersmith and Fulham 007D,80,1185
E01001858,Hammersmith and Fulham 006A,64,1441
E01001859,Hammersmith and Fulham 008A,115,1945
E01001860,Hammersmith and Fulham 006B,118,1416
E01001861,Hammersmith and Fulham 006C,69,1179
E01001862,Hammersmith and Fulham 005A,91,1434
E01001863,Hammersmith and Fulham 006D,59,1216
E01001864,Hammersmith and Fulham 006E,67,1264
E01001865,Hammersmith and Fulham 008B,79,1356
E01001866,Hammersmith and Fulham 012A,62,1307
E01001867,Hammersmith and Fulham 012B,43,1079
E01001868,Hammersmith and Fulham 012C,65,1050
E01001869,Hammersmith and Fulham 010D,21,992
E01001870,Hammersmith and Fulham 012D,68,1732
E01001871,Hammersmith and Fulham 012E,58,1361
E01001872,Hammersmith and Fulham 012F,86,1426
E01001873,Hammersmith and Fulham 010E,62,1175
E01001874,Hammersmith and Fulham 001A,99,1722
E01001875,Hammersmith and Fulham 001B,97,1325
E01001876,Hammersmith and Fulham 001C,97,1683
E01001877,Hammersmith and Fulham 001D,76,1041
E01001878,Hammersmith and Fulham 001E,95,1174
E01001879,Hammersmith and Fulham 019A,66,1225
E01001880,Hammersmith and Fulham 017A,56,1223
E01001881,Hammersmith and Fulham 017B,39,1338
E01001882,Hammersmith and Fulham 017C,52,1517
E01001883,Hammersmith and Fulham 017D,46,1241
E01001884,Hammersmith and Fulham 017E,58,1485
E01001885,Hammersmith and Fulham 015A,98,954
E01001886,Hammersmith and Fulham 016A,73,1258
E01001887,Hammersmith and Fulham 016B,48,1248
E01001888,Hammersmith and Fulham 018A,45,1316
E01001889,Hammersmith and Fulham 014A,38,1193
E01001890,Hammersmith and Fulham 016C,44,1590
E01001891,Hammersmith and Fulham 018B,43,1797
E01001892,Hammersmith and Fulham 016D,65,1068
E01001893,Hammersmith and Fulham 013A,66,961
E01001894,Hammersmith and Fulham 013B,69,1074
E01001895,Hammersmith and Fulham 009A,57,1258
E01001896,Hammersmith and Fulham 009B,43,1295
E01001897,Hammersmith and Fulham 009C,40,1088
E01001898,Hammersmith and Fulham 013C,69,1322
E01001899,Hammersmith and Fulham 013D,74,1068
E01001900,Hammersmith and Fulham 013E,71,1360
E01001901,Hammersmith and Fulham 019B,49,1268
E01001902,Hammersmith and Fulham 019C,51,1466
E01001903,Hammersmith and Fulham 019D,67,1313
E01001904,Hammersmith and Fulham 022A,47,1308
E01001905,Hammersmith and Fulham 022B,28,1360
E01001906,Hammersmith and Fulham 022C,42,1235
E01001907,Hammersmith and Fulham 022D,35,1010
E01001908,Hammersmith and Fulham 015B,69,1484
E01001909,Hammersmith and Fulham 015C,73,1507
E01001910,Hammersmith and Fulham 014B,52,1351
E01001911,Hammersmith and Fulham 015D,92,1312
E01001912,Hammersmith and Fulham 015E,89,1203
E01001913,Hammersmith and Fulham 014C,34,1406
E01001914,Hammersmith and Fulham 014D,64,1555
E01001915,Hammersmith and Fulham 024A,31,1053
E01001916,Hammersmith and Fulham 024B,25,1019
E01001917,Hammersmith and Fulham 018C,27,1150
E01001918,Hammersmith and Fulham 018D,43,1184
E01001919,Hammersmith and Fulham 018E,36,1149
E01001920,Hammersmith and Fulham 020A,61,1207
E01001921,Hammersmith and Fulham 020B,63,1241
E01001922,Hammersmith and Fulham 020C,49,1227
E01001923,Hammersmith and Fulham 020D,34,1181
E01001924,Hammersmith and Fulham 020E,28,1197
E01001925,Hammersmith and Fulham 025A,34,1183
E01001926,Hammersmith and Fulham 024C,36,1136
E01001927,Hammersmith and Fulham 008C,42,1105
E01001928,Hammersmith and Fulham 011A,66,1289
E01001929,Hammersmith and Fulham 009D,24,979
E01001930,Hammersmith and Fulham 008D,57,1392
E01001931,Hammersmith and Fulham 011B,64,1153
E01001932,Hammersmith and Fulham 011C,73,1355
E01001933,Hammersmith and Fulham 011D,54,1037
E01001934,Hammersmith and Fulham 025B,77,1231
E01001935,Hammersmith and Fulham 023A,81,1707
E01001937,Hammersmith and Fulham 025C,60,1475
E01001938,Hammersmith and Fulham 025D,54,1147
E01001939,Hammersmith and Fulham 023C,72,1838
E01001940,Hammersmith and Fulham 005B,80,1291
E01001941,Hammersmith and Fulham 005C,75,1491
E01001942,Hammersmith and Fulham 005D,92,1553
E01001943,Hammersmith and Fulham 004A,96,1653
E01001944,Hammersmith and Fulham 004B,140,1278
E01001945,Hammersmith and Fulham 004C,60,1381
E01001946,Hammersmith and Fulham 004D,74,1316
E01001947,Hammersmith and Fulham 021A,92,1061
E01001948,Hammersmith and Fulham 021B,58,1610
E01001949,Hammersmith and Fulham 021C,40,1256
E01001950,Hammersmith and Fulham 021D,37,1226
E01001951,Hammersmith and Fulham 021E,52,1313
E01001952,Hammersmith and Fulham 024D,55,1419
E01001953,Hammersmith and Fulham 021F,58,1104
E01001954,Hammersmith and Fulham 003A,56,1153
E01001955,Hammersmith and Fulham 002A,111,1289
E01001956,Hammersmith and Fulham 003B,70,1206
E01001957,Hammersmith and Fulham 002B,97,1171
E01001958,Hammersmith and Fulham 002C,102,1168
E01001959,Hammersmith and Fulham 003C,90,1242
E01001960,Hammersmith and Fulham 003D,55,1557
E01001961,Hammersmith and Fulham 002D,94,1056
E01001962,Haringey 004A,53,1247
E01001963,Haringey 009A,67,1298
E01001964,Haringey 009B,51,1272
E01001965,Haringey 009C,46,1205
E01001966,Haringey 009D,34,1131
E01001967,Haringey 014A,36,1207
E01001968,Haringey 014B,55,1428
E01001969,Haringey 001A,109,1489
E01001970,Haringey 004B,108,1489
E01001971,Haringey 001B,117,1476
E01001972,Haringey 004C,81,1270
E01001973,Haringey 004D,69,1682
E01001974,Haringey 001C,120,1777
E01001975,Haringey 001D,90,1410
E01001976,Haringey 011A,81,1180
E01001977,Haringey 011B,78,1126
E01001978,Haringey 011C,86,1385
E01001979,Haringey 011D,105,1610
E01001980,Haringey 018A,93,1463
E01001981,Haringey 018B,133,1332
E01001982,Haringey 018C,97,1351
E01001983,Haringey 018D,85,1237
E01001984,Haringey 033A,49,1303
E01001985,Haringey 033B,39,1299
E01001986,Haringey 034A,37,1284
E01001987,Haringey 033C,42,1466
E01001988,Haringey 034B,51,1431
E01001989,Haringey 033D,55,1338
E01001990,Haringey 034C,102,1842
E01001991,Haringey 017A,39,1233
E01001992,Haringey 017B,30,1241
E01001993,Haringey 017C,30,1142
E01001994,Haringey 030A,39,1366
E01001995,Haringey 017D,106,1667
E01001996,Haringey 014C,52,1220
E01001997,Haringey 014D,65,1290
E01001998,Haringey 023A,84,1726
E01001999,Haringey 023B,84,1652
E01002000,Haringey 031A,62,1343
E01002001,Haringey 031B,65,1406
E01002002,Haringey 031C,80,1510
E01002003,Haringey 023C,119,1674
E01002004,Haringey 023D,94,1538
E01002005,Haringey 035A,42,1444
E01002006,Haringey 035B,51,1365
E01002007,Haringey 035C,47,1295
E01002008,Haringey 030B,26,1113
E01002009,Haringey 035D,35,1387
E01002010,Haringey 030C,38,1214
E01002011,Haringey 030D,45,1381
E01002013,Haringey 022A,43,1066
E01002014,Haringey 020B,67,1407
E01002015,Haringey 020C,90,1159
E01002016,Haringey 028A,68,1543
E01002017,Haringey 028B,135,1469
E01002018,Haringey 020D,67,1021
E01002019,Haringey 022B,33,1018
E01002020,Haringey 021A,61,1233
E01002021,Haringey 022C,34,1133
E01002022,Haringey 021B,58,1584
E01002023,Haringey 021C,30,1092
E01002024,Haringey 022D,38,963
E01002025,Haringey 021D,43,1268
E01002026,Haringey 016A,111,1195
E01002027,Haringey 010A,59,1192
E01002028,Haringey 010B,94,1398
E01002029,Haringey 016B,71,1368
E01002030,Haringey 016C,82,1294
E01002031,Haringey 016D,100,1574
E01002032,Haringey 010C,90,1363
E01002033,Haringey 010D,126,1384
E01002034,Haringey 037A,157,1288
E01002036,Haringey 002A,113,1136
E01002037,Haringey 002B,188,1340
E01002038,Haringey 037B,104,1137
E01002039,Haringey 002C,111,1071
E01002040,Haringey 002D,123,1447
E01002041,Haringey 037C,115,1324
E01002042,Haringey 027A,56,1183
E01002043,Haringey 026A,95,1539
E01002044,Haringey 027B,77,1435
E01002045,Haringey 026B,155,1684
E01002046,Haringey 026C,80,1257
E01002047,Haringey 027C,60,1394
E01002048,Haringey 027D,101,1525
E01002049,Haringey 026D,86,1405
E01002050,Haringey 029A,42,1083
E01002051,Haringey 029B,95,1286
E01002052,Haringey 029C,66,1112
E01002053,Haringey 032A,97,1286
E01002054,Haringey 032B,126,1237
E01002055,Haringey 029D,35,985
E01002056,Haringey 032C,74,1536
E01002057,Haringey 032D,77,1225
E01002058,Haringey 031D,86,1393
E01002059,Haringey 028C,78,1255
E01002060,Haringey 028D,52,1403
E01002061,Haringey 036A,55,1401
E01002062,Haringey 034D,61,1545
E01002063,Haringey 036B,65,1270
E01002064,Haringey 036C,70,1193
E01002065,Haringey 036D,68,1444
E01002066,Haringey 025A,96,1328
E01002067,Haringey 024A,111,1293
E01002068,Haringey 025B,136,1480
E01002069,Haringey 024B,140,1544
E01002070,Haringey 024C,106,1538
E01002071,Haringey 025C,88,1158
E01002072,Haringey 025D,88,1467
E01002073,Haringey 024D,92,1315
E01002074,Haringey 012A,141,1426
E01002075,Haringey 015A,100,1289
E01002076,Haringey 015B,90,1388
E01002077,Haringey 012B,110,1486
E01002078,Haringey 015C,121,1657
E01002079,Haringey 012C,88,1179
E01002080,Haringey 015D,74,1256
E01002081,Haringey 012D,97,1328
E01002082,Haringey 013A,97,1073
E01002083,Haringey 019A,57,1153
E01002084,Haringey 019B,72,1272
E01002085,Haringey 019C,103,1676
E01002086,Haringey 013B,101,1239
E01002087,Haringey 019D,88,1268
E01002088,Haringey 013C,75,1437
E01002089,Haringey 013D,123,1057
E01002090,Haringey 005A,71,1161
E01002091,Haringey 006A,83,1212
E01002092,Haringey 006B,96,1219
E01002093,Haringey 005B,88,1239
E01002094,Haringey 006C,83,1070
E01002095,Haringey 006D,100,1132
E01002096,Haringey 005C,89,1106
E01002097,Haringey 005D,107,1105
E01002098,Haringey 007A,62,1083
E01002099,Haringey 008A,129,1496
E01002100,Haringey 008B,83,1421
E01002101,Haringey 007B,84,1507
E01002102,Haringey 007C,92,1502
E01002103,Haringey 008C,64,1429
E01002104,Haringey 008D,79,1086
E01002105,Haringey 007D,101,1654
E01002106,Harrow 008A,66,1529
E01002107,Harrow 012A,39,1287
E01002108,Harrow 008B,48,1303
E01002109,Harrow 008C,36,1330
E01002110,Harrow 008D,42,1293
E01002111,Harrow 008E,84,1562
E01002112,Harrow 001A,19,1361
E01002113,Harrow 002A,45,1106
E01002114,Harrow 001B,54,1302
E01002115,Harrow 002B,45,1111
E01002116,Harrow 002C,19,1200
E01002117,Harrow 002D,53,1478
E01002118,Harrow 002E,71,1258
E01002119,Harrow 007A,64,1266
E01002120,Harrow 007B,62,952
E01002121,Harrow 007C,73,1305
E01002122,Harrow 007D,57,1271
E01002123,Harrow 007E,64,1322
E01002124,Harrow 010A,59,1256
E01002125,Harrow 010B,55,1303
E01002126,Harrow 023A,108,2165
E01002127,Harrow 023B,56,1325
E01002128,Harrow 020A,78,1614
E01002129,Harrow 023C,73,1606
E01002130,Harrow 020B,84,1786
E01002131,Harrow 023D,64,1231
E01002132,Harrow 029A,62,1563
E01002133,Harrow 027A,80,1488
E01002134,Harrow 029B,41,1101
E01002135,Harrow 029C,53,1321
E01002136,Harrow 027B,52,1250
E01002137,Harrow 029D,18,1160
E01002138,Harrow 027C,72,1130
E01002139,Harrow 006A,105,998
E01002140,Harrow 005A,67,1237
E01002141,Harrow 005B,34,1284
E01002142,Harrow 005C,46,1316
E01002143,Harrow 005D,77,1120
E01002144,Harrow 004A,38,1139
E01002145,Harrow 005E,37,1087
E01002146,Harrow 004B,22,1050
E01002147,Harrow 004C,21,982
E01002148,Harrow 006B,49,1069
E01002149,Harrow 004D,24,994
E01002150,Harrow 006C,54,1305
E01002151,Harrow 006D,82,1008
E01002152,Harrow 006E,34,1172
E01002153,Harrow 019A,34,1271
E01002154,Harrow 015A,59,1492
E01002155,Harrow 019B,34,1183
E01002156,Harrow 015B,39,1142
E01002157,Harrow 019C,51,1299
E01002158,Harrow 019D,30,1076
E01002159,Harrow 021A,63,1407
E01002160,Harrow 021B,43,1489
E01002161,Harrow 021C,77,1486
E01002162,Harrow 015C,80,1343
E01002163,Harrow 015D,52,1218
E01002164,Harrow 021D,54,1315
E01002165,Harrow 017A,75,1317
E01002166,Harrow 017B,71,1261
E01002167,Harrow 017C,57,1226
E01002168,Harrow 017D,53,1082
E01002169,Harrow 017E,58,1248
E01002170,Harrow 033A,39,996
E01002171,Harrow 033B,57,1282
E01002172,Harrow 033C,66,1156
E01002173,Harrow 033D,53,1359
E01002174,Harrow 033E,36,1192
E01002175,Harrow 033F,57,1118
E01002176,Harrow 033G,48,1360
E01002177,Harrow 033H,54,1069
E01002178,Harrow 033I,51,1225
E01002179,Harrow 013A,111,1692
E01002180,Harrow 013B,116,1533
E01002181,Harrow 020C,84,1413
E01002182,Harrow 020D,81,1558
E01002183,Harrow 013C,83,1557
E01002184,Harrow 013D,80,1373
E01002185,Harrow 009A,74,1103
E01002186,Harrow 009B,43,1221
E01002187,Harrow 009C,50,1338
E01002188,Harrow 016A,19,1121
E01002189,Harrow 016B,38,1204
E01002190,Harrow 009D,33,1204
E01002191,Harrow 022A,61,1414
E01002192,Harrow 016C,28,1038
E01002193,Harrow 016D,56,1254
E01002194,Harrow 022B,30,1223
E01002195,Harrow 022C,37,1152
E01002196,Harrow 022D,27,1288
E01002197,Harrow 012B,46,990
E01002198,Harrow 010C,70,1361
E01002199,Harrow 012C,53,1131
E01002200,Harrow 010D,76,1278
E01002201,Harrow 012D,53,1316
E01002202,Harrow 012E,82,1476
E01002203,Harrow 010E,37,1268
E01002204,Harrow 032A,69,1275
E01002206,Harrow 032B,29,1008
E01002207,Harrow 032C,61,1239
E01002208,Harrow 025A,25,959
E01002209,Harrow 025B,42,1217
E01002210,Harrow 032D,43,1183
E01002211,Harrow 028A,65,1132
E01002212,Harrow 028B,62,1256
E01002213,Harrow 027D,113,2085
E01002214,Harrow 031A,64,1298
E01002215,Harrow 031B,74,1087
E01002216,Harrow 028C,64,1178
E01002217,Harrow 028D,72,1052
E01002218,Harrow 030A,70,1150
E01002219,Harrow 030B,65,1282
E01002220,Harrow 031C,65,1185
E01002221,Harrow 030C,56,1188
E01002222,Harrow 030D,49,1156
E01002223,Harrow 031D,54,1352
E01002224,Harrow 031E,71,1087
E01002225,Harrow 001C,18,1056
E01002226,Harrow 001D,62,1570
E01002227,Harrow 003A,77,1300
E01002228,Harrow 003B,56,1492
E01002229,Harrow 003C,49,1214
E01002230,Harrow 003D,58,1339
E01002231,Harrow 013E,70,1367
E01002232,Harrow 011A,59,1386
E01002233,Harrow 011B,107,1482
E01002234,Harrow 011C,91,1265
E01002235,Harrow 011D,99,1279
E01002236,Harrow 011E,73,1346
E01002237,Harrow 024A,73,1283
E01002238,Harrow 024B,40,1317
E01002239,Harrow 025C,53,1202
E01002240,Harrow 024C,61,1268
E01002241,Harrow 025D,59,1197
E01002242,Harrow 024D,51,1383
E01002243,Havering 013A,85,1333
E01002244,Havering 011A,74,1268
E01002245,Havering 011B,47,1075
E01002246,Havering 017A,49,1176
E01002247,Havering 017B,84,1320
E01002248,Havering 017C,59,983
E01002249,Havering 017D,66,1419
E01002250,Havering 017E,62,1185
E01002251,Havering 017F,70,994
E01002252,Havering 018A,29,1058
E01002253,Havering 019A,19,1069
E01002254,Havering 019B,16,1106
E01002255,Havering 022A,35,1069
E01002256,Havering 018B,28,1020
E01002257,Havering 019C,22,1170
E01002258,Havering 018C,53,1128
E01002259,Havering 018D,36,1045
E01002260,Havering 026A,53,1164
E01002261,Havering 026B,59,1184
E01002262,Havering 026C,62,1143
E01002263,Havering 026D,35,1245
E01002264,Havering 026E,73,991
E01002265,Havering 025A,37,1127
E01002266,Havering 027A,38,990
E01002267,Havering 027B,55,1131
E01002268,Havering 010A,22,947
E01002269,Havering 010B,42,1251
E01002270,Havering 015A,32,1226
E01002271,Havering 015B,15,1125
E01002272,Havering 014A,30,995
E01002273,Havering 015C,26,1010
E01002274,Havering 014B,35,1199
E01002275,Havering 015D,26,1024
E01002276,Havering 001A,77,1348
E01002277,Havering 002A,86,1111
E01002278,Havering 001B,88,1065
E01002279,Havering 002B,65,1094
E01002280,Havering 004A,122,1058
E01002281,Havering 002C,102,1141
E01002282,Havering 004B,118,1094
E01002283,Havering 002D,55,1002
E01002284,Havering 004C,86,1258
E01002285,Havering 025B,33,929
E01002286,Havering 025C,35,1201
E01002287,Havering 023A,43,1165
E01002288,Havering 025D,23,1188
E01002289,Havering 022B,35,1147
E01002290,Havering 025E,43,1084
E01002291,Havering 023B,36,1238
E01002292,Havering 022C,57,1072
E01002293,Havering 007A,55,1221
E01002294,Havering 007B,37,1094
E01002295,Havering 010C,40,1186
E01002296,Havering 007C,49,1236
E01002297,Havering 004D,100,1107
E01002298,Havering 007D,53,1118
E01002299,Havering 002E,80,1238
E01002300,Havering 007E,30,1146
E01002301,Havering 003A,44,1184
E01002302,Havering 005A,38,1131
E01002303,Havering 003B,87,1419
E01002304,Havering 003C,37,1025
E01002305,Havering 005B,47,1102
E01002306,Havering 003D,79,1083
E01002307,Havering 003E,68,1184
E01002308,Havering 005C,66,1158
E01002309,Havering 006A,67,1093
E01002310,Havering 006B,80,1176
E01002311,Havering 006C,76,1176
E01002312,Havering 001C,52,939
E01002313,Havering 001D,58,1056
E01002314,Havering 004E,84,1104
E01002315,Havering 006D,73,1094
E01002316,Havering 004F,96,1092
E01002317,Havering 014C,30,1134
E01002318,Havering 014D,40,1207
E01002319,Havering 016A,60,1180
E01002320,Havering 021A,33,1127
E01002321,Havering 021B,45,1219
E01002322,Havering 021C,59,1515
E01002323,Havering 021D,49,1190
E01002324,Havering 021E,47,1080
E01002325,Havering 011C,59,1161
E01002326,Havering 005D,58,1072
